year,r_2003,r_2004,r_2005,r_2006,r_2007,r_2008,r_2009,r_2010,r_2011,r_2012,r_2013,r_2014,r_2015,r_2016,r_2017
Enrollment,15224,36354,61834,99792,120148,121577,119322,100567,184631,166282,166079,141120,124371,93878,71663
